block ,row ,col ,pop ,mf ,rep ,pheno ,diam mm ,height cm ,total branch ,herb_ dam ,wilt status ,longest leaf cm ,flowers ,fruits ,longest fruit cm ,repro_ branch ,notes 
B1 ,1,A ,LVTR1 ,7,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,1,B ,YO11 ,3,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,2,A ,YO11 ,4,13,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,2,B ,DPR ,1,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,3,A ,FR ,4,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,3,B ,WL1 ,3,11,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,4,A ,LVTR1 ,3,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,4,B ,LV3 ,3,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,5,A ,WR ,1,5,X ,,,,,,,,,,,no plant 
B1 ,5,B ,YO7 ,3,8,X ,,,,,,,,,,,no plant 
B1 ,6,A ,YO7 ,7,12,X ,,,,,D,,,,,,
B1 ,6,B ,SQ1 ,2,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,7,A ,SQ1 ,5,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,7,B ,SQ2 ,2,7,X ,,,,,D ,,,,,,
B1 ,8,A ,IH ,1,4,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,8,B ,TM2 ,7,1,S ,9.93,76.5,1,Y ,SW ,,0,301,8.1,1,
B1 ,9,A ,WL2 ,1,6,X ,,,,,D ,,,,,,
B1 ,9,B ,CP3 ,2,13,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,10,A ,SQ1 ,4,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,10,B ,FR ,1,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,11,A ,SQ2 ,5,4,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,11,B ,YO7 ,1,13,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,12,A ,SQ2 ,3,10,V ,1.04,1.5,1,Y ,N ,1.1,,,,,
B1 ,12,B ,YO8 ,2,5,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,13,A ,SQ3 ,6,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,13,B ,WV ,5,5,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,14,A ,YO11 ,6,4,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,14,B ,IH ,3,4,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,15,A ,CP2 ,5,6,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,15,B ,YO7 ,5,3,X ,,,,,D ,,,,,,
B1 ,16,A ,DPR ,5,12,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,16,B ,CC ,5,9,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,17,A ,LV3 ,4,7,X ,,,,,D ,,,,,,
B1 ,17,B ,CP2 ,3,11,V ,,7.6,3,Y ,N ,3,,,,,bushy 
B1 ,18,A ,IH ,5,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,18,B ,CC ,6,13,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,19,A ,WV ,1,6,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,19,B ,SQ2 ,7,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,20,A ,LV1 ,6,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,20,B ,YO11 ,2,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,21,A ,YO8 ,5,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,21,B ,DPR ,7,10,X ,,,,,D ,,,,,,no plant 
B1 ,22,A ,SC ,2,4,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,22,B ,SC ,7,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,23,A ,CP2 ,1,3,X ,,,,,D,,,,,,
B2 ,23,B ,SQ1 ,5,1,X ,,,,,D ,,,,,,
B2 ,24,A ,YO4 ,1,12,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,24,B ,YO8 ,7,7,V ,10.63,16.6,1,Y ,N ,2.6,,,,,
B2 ,25,A ,DPR ,7,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,25,B ,SQ3 ,7,1,X ,,,,,D,,,,,,
B2 ,26,A ,CP3 ,2,6,X ,,,,,D ,,,,,,
B2 ,26,B ,SQ3 ,5,9,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,27,A ,YO4 ,6,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,27,B ,WL2 ,7,11,V ,1.9,2.8,1,Y ,SW ,0.8,,,,,
B2 ,28,A ,YO11 ,2,13,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,28,B ,SC ,1,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,29,A ,DPR ,3,11,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,29,B ,LV1 ,5,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,30,A ,WL2 ,6,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,30,B ,WV ,6,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,31,A ,CP3 ,3,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,31,B ,YO11 ,1,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,32,A ,WV ,2,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,32,B ,LV3 ,6,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,33,A ,IH ,5,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,33,B ,TM2 ,4,4,X ,,,,,D ,,,,,,no plant 
B2 ,34,A ,CC ,1,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,34,B ,W ,3,7,X ,,,,,D,,,,,,no plant 
B2 ,35,A ,IH ,2,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,35,B ,LV3 ,2,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,36,A ,CP2 ,2,10,X ,,,,,D,,,,,,no plant 
B2 ,36,B ,SQ1 ,3,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,37,A ,LVTR1 ,5,4,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,37,B ,FR ,7,13,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,38,A ,TM2 ,2,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,38,B ,SQ3 ,2,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,39,A ,WV ,4,12,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,39,B ,CP3 ,4,13,X ,,,,,D ,,,,,,no plant 
B2 ,40,A ,LV1 ,7,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,40,B ,YO7 ,4,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,41,A ,TM2 ,7,12,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,41,B ,FR ,4,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,42,A ,SQ1 ,1,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,42,B ,FR ,5,11,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,43,A ,YO4 ,4,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,43,B ,LVTR1 ,4,1,X ,,,,,D ,,,,,,no plant 
B2 ,44,A ,YO8 ,4,9,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,44,B ,YO8 ,5,12,X ,,,,,D ,,,,,,no plant 
B1 ,1,C ,LV1 ,4,13,X ,,,,,D ,,,,,,no plant 
B1 ,1,D ,YO4 ,5,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,2,C ,YO4 ,7,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,2,D ,YO4 ,2,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,3,C ,CP2 ,7,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,3,D ,YO4 ,1,2,X ,,,,,D ,,,,,,no plant 
B1 ,4,C ,SQ3 ,3,5,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,4,D ,CP2 ,1,11,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,5,C ,DPR ,6,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,5,D ,WV ,2,9,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,6,C ,CP3 ,1,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,6,D ,CP3 ,4,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,7,C ,BH ,1,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,7,D ,SQ3 ,4,12,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,8,C ,WL2 ,2,13,V ,,11.5,6,Y ,W ,1.8,,,,0,bushy 
B1 ,8,D ,LVTR1 ,4,7,X ,,,,,D ,,,,,,no plant 
B1 ,9,C ,SC ,3,9,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,9,D ,SQ3 ,1,11,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,10,C ,DPR ,4,4,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,10,D ,SQ3 ,7,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,11,C ,WV ,3,13,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,11,D ,LVTR1 ,5,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,12,C ,WL2 ,4,2,X ,,,,,D ,,,,,,no plant 
B1 ,12,D ,YO4 ,3,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,13,C ,WR ,3,2,X ,,,,,D ,,,,,,no plant 
B1 ,13,D ,WL2 ,6,13,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,14,C ,LVTR1 ,1,9,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,14,D ,CP3 ,5,6,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,15,C ,YO4 ,6,7,X ,,,,,D,,,,,,no plant 
B1 ,15,D ,LV1 ,1,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,16,C ,LV1 ,7,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,16,D ,LV1 ,3,8,X ,,,,,D ,,,,,,no plant 
B1 ,17,C ,WV ,6,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,17,D ,CC ,1,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,18,C ,FR ,3,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,18,D ,CP3 ,6,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,19,C ,YO7 ,6,7,X ,,,,,D ,,,,,,no plant 
B1 ,19,D ,YO8 ,3,11,V ,3.3,3.3,1,N ,SW ,1.7,,,,0,
B1 ,20,C ,WV ,7,11,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,20,D ,TM2 ,2,8,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,21,C ,YO8 ,6,6,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,21,D ,LV1 ,2,5,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B1 ,22,C ,SQ2 ,1,2,X ,,,,,D ,,,,,,no plant 
B1 ,22,D ,TM2 ,3,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,23,C ,LV1 ,3,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,23,D ,SQ3 ,4,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,24,C ,SQ2 ,6,9,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,24,D ,SQ3 ,1,5,V ,,7,1,Y ,N ,2.7,,,,,bushy 
B2 ,25,C ,DPR ,5,6,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,25,D ,LVTR1 ,2,9,X ,,,,,D ,,,,,,no plant 
B2 ,26,C ,SC ,4,9,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,26,D ,WL1 ,5,12,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,27,C ,SC ,3,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,27,D ,YO11 ,4,6,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,28,C ,CC ,6,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,28,D ,SQ2 ,3,4,X ,,,,,D ,,,,,,no plant 
B2 ,29,C ,CP3 ,7,9,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,29,D ,CP2 ,4,11,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,30,C ,YO11 ,5,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,30,D ,YO7 ,1,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,31,C ,WL2 ,5,7,X ,,,,,D,,,,,,no plant 
B2 ,31,D ,YO7 ,7,5,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,32,C ,WR ,3,13,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,32,D ,SQ2 ,2,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,33,C ,FR ,6,13,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,33,D ,IH ,6,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,34,C ,DPR ,1,12,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,34,D ,WR ,2,9,X ,,,,,D,,,,,,no plant 
B2 ,35,C ,LVTR1 ,1,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,35,D ,YO11 ,7,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,36,C ,LV1 ,4,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,36,D ,YO4 ,3,4,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,37,C ,YO8 ,3,3,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,37,D ,SQ2 ,4,10,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,38,C ,WV ,7,5,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,38,D ,SQ1 ,6,9,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,39,C ,YO4 ,7,4,X ,,,,,D ,,,,,,no plant 
B2 ,39,D ,YO7 ,6,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,40,C ,CP3 ,6,4,X ,,,,,D ,,,,,,no plant 
B2 ,40,D ,YO8 ,1,11,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,41,C ,WL2 ,2,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,41,D ,LVTR1 ,7,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,42,C ,CC ,5,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,42,D ,LV1 ,1,12,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,43,C ,CP3 ,1,1,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,43,D ,TM2 ,6,8,X ,,,,,D ,,,,,,no plant 
B2 ,44,C ,YO7 ,3,2,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
B2 ,44,D ,CP2 ,6,7,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,
