survey date,block ,row ,col ,pop ,mf ,rep ,height (cm) ,longest leaf (cm) ,herbivory (Y or N) ,wilting status ,notes 
5/15/2023,G2 ,42,C ,FR ,2,3,,,,,
5/15/2023,G2 ,42,D ,SQ3 ,1,10,,,,,
5/15/2023,G2 ,43,C ,SQ2 ,5,2,,,,,
5/15/2023,G2 ,43,D ,TM2 ,6,13,,,,,
5/15/2023,G2 ,44,C ,SQ3 ,3,1,,,,,
5/15/2023,G2 ,44,D ,YO11 ,7,12,,,,,
5/15/2023,I1 ,1,A ,TM2 ,1,9,,,,,
5/15/2023,I1 ,1,B ,YO4 ,4,2,12.6,3.2,Y ,N ,
5/15/2023,I1 ,2,A ,CP3 ,3,5,,,,,
5/15/2023,I1 ,2,B ,SQ3 ,5,4,,,,,
5/15/2023,I1 ,3,A ,LVTR1 ,4,12,,,,,
5/15/2023,I1 ,3,B ,LV1 ,2,10,,,,,
5/15/2023,I1 ,4,A ,CP3 ,4,8,,,,,
5/15/2023,I1 ,4,B ,LV1 ,7,13,,,,,
5/15/2023,I1 ,5,A ,IH ,3,9,,,,,
5/15/2023,I1 ,5,B ,DPR ,1,7,,,,,
5/15/2023,I1 ,6,A ,YO4 ,2,12,,,,,
5/15/2023,I1 ,6,B ,DPR ,3,5,,,,,
5/15/2023,I1 ,7,A ,LV1 ,5,5,,,,,
5/15/2023,I1 ,7,B ,YO8 ,4,4,1.1,1.9,Y ,N,
5/15/2023,I1 ,8,A ,DPR ,6,6,,,,,
5/15/2023,l1 ,8,B ,SQ3 ,2,3,,,,,
5/15/2023,I1 ,9,A ,CC ,7,10,,,,,
5/15/2023,l1 ,9,B ,TM2 ,3,5,,,,,
5/15/2023,I1 ,10,A ,CC ,5,13,,,,,
5/15/2023,I1 ,10,B ,YO11 ,4,1,,,,,
5/15/2023,l1 ,11,A ,YO7 ,3,13,,,,,
5/15/2023,l1 ,11,B ,SC ,1,2,,,,,
5/15/2023,I1 ,12,A ,LVTR1 ,2,3,,,,,
5/15/2023,l1 ,12,B ,YO4 ,5,8,,,,,
5/15/2023,I1 ,13,A ,YO7 ,1,2,,,,,
5/15/2023,I1 ,13,B ,SQ2 ,4,4,,,,,
5/15/2023,I1 ,14,A ,CC ,2,9,,,,,
5/15/2023,I1 ,14,B ,YO7 ,6,13,,,,,
5/15/2023,I1 ,15,A ,WV ,6,13,,,,,
5/15/2023,I1 ,15,B ,FR ,5,4,,,,,
5/15/2023,I1 ,16,A ,YO4 ,1,7,,,,,
5/15/2023,I1 ,16,B ,WV ,1,11,,,,,
5/15/2023,I1 ,17,A ,WL2 ,3,6,,,,,weed 
5/15/2023,I1 ,17,B ,LV1 ,6,9,2.6,2.1,N,N,
5/15/2023,I1 ,18,A ,SQ1 ,3,2,,,,,
5/15/2023,I1 ,18,B ,IH ,6,1,,,,,
5/15/2023,I1 ,19,A ,FR ,6,8,,,,,
5/15/2023,I1 ,19,B ,YO8 ,6,11,,,,,
5/15/2023,I1 ,20,A ,SQ1 ,6,1,,,,,
5/15/2023,I1 ,20,B ,WL2 ,6,2,,,,,
5/15/2023,I1 ,21,A ,LV1 ,1,7,,,,,
5/15/2023,I1 ,21,B ,SC ,2,9,,,,,
5/15/2023,I1 ,22,A ,LV3 ,3,12,,,,,
5/15/2023,I1 ,22,B ,CP2 ,2,5,,,,,
5/15/2023,I2,23,A ,LV3 ,3,8,,,,,
5/15/2023,I2,23,B ,DPR ,4,5,,,,,
5/15/2023,I2,24,A ,WL2 ,3,1,,,,,
5/15/2023,I2,24,B ,SQ3 ,3,6,,,,,
5/15/2023,I2,25,A ,CP2 ,7,2,,,,,
5/15/2023,I2,25,B ,CP3 ,1,8,,,,,
5/15/2023,I2,26,A ,LVTR1 ,4,8,,,,,
5/15/2023,I2,26,B ,CP2 ,3,7,,,,,
5/15/2023,I2,27,A ,WR ,3,3,6.1,6,Y ,N,
5/15/2023,I2,27,B ,LVTR1 ,3,3,,,,,
5/15/2023,I2,28,A ,FR ,4,11,,,,,
5/15/2023,I2,28,B ,YO8 ,3,13,,,,,
5/15/2023,I2,29,A ,SC ,7,4,,,,,
5/15/2023,I2,29,B ,YO4 ,5,4,,,,,
5/15/2023,I2,30,A ,SQ1 ,5,8,,,,,
5/15/2023,I2,30,B ,SQ2 ,2,8,,,,,
5/15/2023,I2,31,A ,SQ3 ,6,3,,,,,
5/15/2023,I2,31,B ,YO7 ,5,4,,,,,
5/15/2023,I2,32,A ,CP3 ,5,7,,,,,
5/15/2023,I2,32,B ,YO7 ,2,2,,,,,
5/15/2023,I2,33,A ,YO11 ,3,8,,,,,
5/15/2023,I2,33,B ,CP2 ,1,12,,,,,
5/15/2023,I2,34,A ,CC ,3,7,,,,,
5/15/2023,I2,34,B ,WL2 ,5,12,,,,,
5/15/2023,I2,35,A ,SQ2 ,5,6,,,,,
5/15/2023,I2,35,B ,SC ,3,10,,,,,
5/15/2023,I2,36,A ,LV1 ,1,3,,,,,
5/15/2023,I2,36,B ,SQ2 ,1,3,,,,,
5/15/2023,I2,37,A ,FR ,3,3,,,,,
5/15/2023,I2,37,B ,SQ2 ,7,9,,,,,
5/15/2023,I2,38,A ,YO4 ,1,3,,,,,
5/15/2023,I2,38,B ,LVTR1 ,7,11,,,,,
5/15/2023,I2,39,A ,IH ,1,3,,,,,
5/15/2023,I2,39,B ,DPR ,3,1,,,,,
5/15/2023,I2,40,A ,LV1 ,3,9,,,,,
5/15/2023,I2,40,B ,SQ3 ,7,9,3.1,4.8,N,N,
5/15/2023,I2,41,A ,CP3 ,4,4,,,,,
5/15/2023,I2,41,B ,LV1 ,2,6,,,,,
5/15/2023,I2,42,A ,TM2 ,7,2,,,,,
5/15/2023,I2,42,B ,YO11 ,6,5,,,,,
5/15/2023,I2,43,A ,WV ,7,12,,,,,
5/15/2023,I2,43,B ,SQ3 ,4,13,,,,,
5/15/2023,I2,44,A ,YO8 ,6,7,,,,,
5/15/2023,I2,44,B ,LV1 ,5,1,,,,,
5/15/2023,I1 ,1,C ,YO4 ,6,12,,,,,
5/15/2023,I1 ,1,D ,YO8 ,2,10,,,,,
5/15/2023,I1 ,2,C ,SC ,7,8,,,,,
5/15/2023,I1 ,2,D ,BH ,1,9,,,,,
5/15/2023,I1 ,3,C ,YO7 ,2,7,,,,,
5/15/2023,I1 ,3,D ,YO11 ,2,8,,,,,
5/15/2023,I1 ,4,C ,WL1 ,5,5,,,,,
5/15/2023,I1 ,4,D ,SQ1 ,4,8,,,,,
5/15/2023,I1 ,5,C ,YO8 ,5,7,,,,,
5/15/2023,I1 ,5,D ,WR ,3,8,,,,,
5/15/2023,I1 ,6,C ,CP3 ,7,4,6.2,4.7,Y ,N,
5/15/2023,I1 ,6,D ,WL2 ,2,2,,,,,
5/15/2023,I1 ,7,C ,WL2 ,7,6,,,,,
5/15/2023,I1 ,7,D ,YO11 ,1,3,,,,,
5/15/2023,I1 ,8,C ,SQ2 ,5,11,,,,,
5/15/2023,I1 ,8,D ,TM2 ,7,6,,,,,
5/15/2023,I1 ,9,C ,LV3 ,6,6,,,,,
5/15/2023,I1 ,9,D ,SQ2 ,1,7,,,,,weed 
5/15/2023,I1 ,10,C ,YO7 ,5,9,,,,,
5/15/2023,I1 ,10,D ,LV1 ,4,1,,,,,
5/15/2023,I1 ,11,C ,SQ2 ,2,12,,,,,
5/15/2023,I1 ,11,D ,WR ,2,1,,,,,
5/15/2023,I1 ,12,C ,WV ,3,2,,,,,
5/15/2023,I1 ,12,D ,FR ,3,9,,,,,
5/15/2023,l1 ,13,C ,LVTR1 ,6,6,,,,,
5/15/2023,I1 ,13,D ,FR ,7,5,,,,,
5/15/2023,I1 ,14,C ,CP3 ,1,12,,,,,
5/15/2023,I1 ,14,D ,WV ,4,6,,,,,
5/15/2023,I1 ,15,C ,IH ,2,4,,,,,
5/15/2023,I1 ,15,D ,SQ3 ,3,10,,,,,
5/15/2023,I1 ,16,C ,YO11 ,6,12,,,,,
5/15/2023,I1 ,16,D ,SQ3 ,7,13,,,,,
5/15/2023,I1 ,17,C ,YO11 ,5,5,,,,,
5/15/2023,I1 ,17,D ,CP2 ,4,5,,,,,
5/15/2023,I1 ,18,C ,DPR ,4,12,,,,,
5/15/2023,I1 ,18,D ,CP3 ,5,12,,,,,
5/15/2023,I1 ,19,C ,SQ3 ,6,7,,,,,weed 
5/15/2023,I1 ,19,D ,SQ2 ,7,13,,,,,
5/15/2023,I1 ,20,C ,YO8 ,1,5,,,,,
5/15/2023,I1 ,20,D ,CP2 ,7,8,,,,,
5/15/2023,I1 ,21,C ,LVTR1 ,3,7,,,,,
5/15/2023,I1 ,21,D ,SC ,6,7,,,,,
5/15/2023,I1 ,22,C ,CP2 ,6,1,,,,,
5/15/2023,I1 ,22,D ,WV ,5,10,,,,,
5/15/2023,I2,23,C ,SQ2 ,3,11,,,,,
5/15/2023,I2,23,D ,LVTR1 ,1,12,,,,,
5/15/2023,I2,24,C ,YO7 ,3,9,,,,,
5/15/2023,I2,24,D ,YO4 ,2,8,,,,,
5/15/2023,I2,25,C ,BH ,1,3,,,,,
5/15/2023,I2,25,D ,WL1 ,3,13,,,,,
5/15/2023,I2,26,C ,WV ,6,9,,,,,
5/15/2023,I2,26,D ,FR ,7,1,,,,,
5/15/2023,I2,27,C ,TM2 ,2,7,,,,,
5/15/2023,I2,27,D ,IH ,5,8,,,,,
5/15/2023,I2,28,C ,LV1 ,6,4,,,,D,
5/15/2023,I2,28,D ,WR ,1,8,,,,,
5/15/2023,I2,29,C ,SQ3 ,1,12,,,,,
5/15/2023,I2,29,D ,CP3 ,6,11,7.5,2.8,N,N,
5/15/2023,I2,30,C ,YO8 ,1,1,,,,,
5/15/2023,I2,30,D ,YO11 ,5,1,,,,,
5/15/2023,I2,31,C ,WL2 ,1,10,,,,,
5/15/2023,I2,31,D ,DPR ,7,11,,,,,
5/15/2023,I2,32,C ,LV1 ,7,9,,,,,
5/15/2023,I2,32,D ,SQ1 ,4,3,,,,,
5/15/2023,I2,33,C ,YO4 ,3,11,,,,,
5/15/2023,I2,33,D ,LV3 ,7,4,,,,,
5/15/2023,I2,34,C ,WV ,1,7,,,,,
5/15/2023,I2,34,D ,WV ,4,1,,,,,
5/15/2023,I2,35,C ,CP2 ,5,7,,,,,
5/15/2023,I2,35,D ,LVTR1 ,5,11,,,,,
5/15/2023,I2,36,C ,YO4 ,7,11,,,,,
5/15/2023,I2,36,D ,DPR ,5,13,,,,,
5/15/2023,I2,37,C ,SC ,2,5,,,,,
5/15/2023,I2,37,D ,YO4 ,6,8,,,,,
5/15/2023,I2,38,C ,WL2 ,7,1,,,,,
5/15/2023,I2,38,D ,DPR ,1,3,,,,,
5/15/2023,I2,39,C ,IH ,3,5,,,,,
5/15/2023,I2,39,D ,WV ,5,6,,,,,
5/15/2023,I2,40,C ,SQ1 ,2,11,,,,,
5/15/2023,I2,40,D ,YO8 ,2,6,,,,,
5/15/2023,I2,41,C ,YO7 ,6,8,,,,,
5/15/2023,I2,41,D ,CC ,7,5,,,,,
5/15/2023,I2,42,C ,YO11 ,2,4,,,,,
5/15/2023,I2,42,D ,TM2 ,3,11,,,,,
5/15/2023,I2,43,C ,CP3 ,3,1,0.8,2.1,N,N,
5/15/2023,I2,43,D ,YO8 ,5,3,,,,,
5/15/2023,I2,44,C ,CC ,1,12,,,,,
5/15/2023,I2,44,D ,WV ,2,10,,,,,
5/15/2023,K1 ,1,A ,YO8 ,5,4,,,,,
5/15/2023,K1 ,1,B ,LVTR1 ,1,13,,,,,
5/15/2023,K1 ,2,A ,LV1 ,5,2,,,,,
5/15/2023,K1 ,2,B ,WL1 ,5,1,,,,,
5/15/2023,K1 ,3,A ,LV1 ,3,10,,,,,
5/15/2023,K1 ,3,B ,SC ,2,6,,,,,
5/15/2023,K1 ,4,A ,FR ,3,4,,,,,
5/15/2023,K1 ,4,B ,YO7 ,5,6,,,,,
5/15/2023,K1 ,5,A ,TM2 ,7,3,,,,,
5/15/2023,K1 ,5,B ,SQ1 ,5,10,,,,,
5/15/2023,K1 ,6,A ,DPR ,1,4,,,,,
5/15/2023,K1 ,6,B ,DPR ,7,12,,,,,
5/15/2023,K1 ,7,A ,SQ1 ,4,5,,,,,
5/15/2023,K1 ,7,B ,SQ3 ,6,4,,,,,
5/15/2023,K1 ,8,A ,SQ3 ,3,7,,,,,
5/15/2023,K1 ,8,B ,LV1 ,1,4,,,,,
5/15/2023,K1 ,9,A ,WL2 ,1,11,,,,,
5/15/2023,K1 ,9,B ,LVTR1 ,3,4,,,,,
5/15/2023,K1 ,10,A ,SQ2 ,3,12,,,,,
5/15/2023,K1 ,10,B ,WV ,2,11,,,,,
5/15/2023,K1 ,11,A ,LV1 ,2,7,,,,,
5/15/2023,K1 ,11,B ,YO8 ,6,8,,,,,
5/15/2023,K1 ,12,A ,WV ,4,2,,,,,
5/15/2023,K1 ,12,B ,FR ,4,12,,,,,
5/15/2023,K1 ,13,A ,CP3 ,1,9,,,,,
5/15/2023,K1 ,13,B ,SQ2 ,7,10,,,,,
5/15/2023,K1 ,14,A ,CP3 ,6,12,,,,,
5/15/2023,K1 ,14,B ,WV ,7,13,,,,,
5/15/2023,K1 ,15,A ,YO11 ,1,4,2.9,3.1,N,N,
5/15/2023,K1 ,15,B ,CC ,3,6,,,,,
5/15/2023,K1 ,16,A ,YO11 ,7,3,,,,,
5/15/2023,K1 ,16,B ,WV ,5,11,,,,,
5/15/2023,K1 ,17,A ,CP3 ,5,13,,,,,
5/15/2023,K1 ,17,B ,TM2 ,2,12,,,,,
5/15/2023,K1 ,18,A ,SQ2 ,4,5,,,,,
5/15/2023,K1 ,18,B ,CP2 ,7,9,,,,,
5/15/2023,K1 ,19,A ,YO11 ,4,2,,,,,
5/15/2023,K1 ,19,B ,WR ,2,3,,,,,
5/15/2023,K1 ,20,A ,SQ1 ,3,3,,,,,
5/15/2023,K1 ,20,B ,WV ,3,3,,,,,
5/15/2023,K1 ,21,A ,WV ,4,7,,,,,
5/15/2023,K1 ,21,B ,IH ,2,5,,,,,
5/15/2023,K1 ,22,A ,SQ2 ,1,8,,,,,
5/15/2023,K1 ,22,B ,SQ3 ,1,1,,,,,
5/15/2023,K2 ,23,A ,YO7 ,5,10,,,,,
5/15/2023,K2 ,23,B ,WV ,7,1,,,,,
5/15/2023,K2 ,24,A ,YO8 ,1,6,,,,,
5/15/2023,K2 ,24,B ,FR ,5,5,,,,,
5/15/2023,K2 ,25,A ,TM2 ,7,7,,,,,
5/15/2023,K2 ,25,B ,LV1 ,2,11,,,,D,
5/15/2023,K2 ,26,A ,YO8 ,6,12,,,,,
5/15/2023,K2 ,26,B ,LV1 ,5,6,,,,,
5/15/2023,K2 ,27,A ,YO7 ,2,8,,,,,
5/15/2023,K2 ,27,B ,LV1 ,1,8,,,,,
5/15/2023,K2 ,28,A ,LVTR1 ,3,8,,,,,
5/15/2023,K2 ,28,B ,YO7 ,4,1,0.3,2.7,Y ,N,
5/15/2023,K2 ,29,A ,YO7 ,7,1,,,,,
5/15/2023,K2 ,29,B ,SC ,5,2,,,,,
5/15/2023,K2 ,30,A ,YO7 ,1,3,,,,,
5/15/2023,K2 ,30,B ,IH ,3,10,,,,,
5/15/2023,K2 ,31,A ,CC ,2,12,5.9,3.4,Y ,N,
5/15/2023,K2 ,31,B ,DPR ,3,6,,,,,
5/15/2023,K2 ,32,A ,TM2 ,6,2,,,,,
5/15/2023,K2 ,32,B ,SQ3 ,3,11,,,,,
5/15/2023,K2 ,33,A ,CP3 ,3,6,,,,,
5/15/2023,K2 ,33,B ,SC ,1,3,,,,,
5/15/2023,K2 ,34,A ,SQ2 ,2,13,,,,,
5/15/2023,K2 ,34,B ,YO4 ,4,6,4.3,3.4,N,N,
5/15/2023,K2 ,35,A ,DPR ,5,1,,,,,
5/15/2023,K2 ,35,B ,WL2 ,3,9,,,,,
5/15/2023,K2 ,36,A ,LVTR1 ,6,7,,,,,
5/15/2023,K2 ,36,B ,WL2 ,2,3,9.4,3.7,Y ,N,
5/15/2023,K2 ,37,A ,YO8 ,2,7,,,,,
5/15/2023,K2 ,37,B ,YO7 ,2,4,,,,,
5/15/2023,K2 ,38,A ,TM2 ,2,3,,,,,
5/15/2023,K2 ,38,B ,LV1 ,6,5,,,,,
5/15/2023,K2 ,39,A ,LV1 ,7,10,,,,,
5/15/2023,K2 ,39,B ,LVTR1 ,7,12,0.7,0.9,N,SW ,
5/15/2023,K2 ,40,A ,WV ,1,8,,,,,
5/15/2023,K2 ,40,B ,WL2 ,5,10,,,,,
5/15/2023,K2 ,41,A ,SQ3 ,1,13,,,,,
5/15/2023,K2 ,41,B ,YO11 ,2,5,,,,,
5/15/2023,K2 ,42,A ,CP2 ,4,1,,,,,
5/15/2023,K2 ,42,B ,CP3 ,3,2,,,,,
5/15/2023,K2 ,43,A ,WL2 ,7,2,,,,,
5/15/2023,K2 ,43,B ,YO11 ,6,8,,,,,
5/15/2023,K2 ,44,A ,CC ,7,6,,,,,
5/15/2023,K2 ,44,B ,WV ,6,10,,,,,
5/15/2023,K1 ,1,C ,WV ,5,7,,,,,
5/15/2023,K1 ,1,D ,IH ,2,1,,,,,
5/15/2023,K1 ,2,C ,SQ3 ,7,10,,,,,
5/15/2023,K1 ,2,D ,YO7 ,6,9,,,,,
5/15/2023,K1 ,3,C ,LVTR1 ,4,9,6.3,4,N,N,
5/15/2023,K1 ,3,D ,IH ,5,9,,,,,
5/15/2023,K1 ,4,C ,LV3 ,6,11,,,,,
5/15/2023,K1 ,4,D ,SC ,3,11,,,,,
5/15/2023,K1 ,5,C ,SQ2 ,2,9,,,,,
5/15/2023,K1 ,5,D ,YO4 ,1,4,,,,,
5/15/2023,K1 ,6,C ,YO7 ,3,10,9,4.1,Y ,N,
5/15/2023,K1 ,6,D ,CC ,1,13,,,,,
5/15/2023,K1 ,7,C ,WR ,1,10,,,,,
5/15/2023,K1 ,7,D ,FR ,7,2,,,,,
5/15/2023,K1 ,8,C ,CP3 ,4,5,,,,,
5/15/2023,K1 ,8,D ,SC ,7,5,,,,,
5/15/2023,K1 ,9,C ,CP2 ,5,9,,,,,
5/15/2023,K1 ,9,D ,WL2 ,3,2,3.6,4.3,Y ,N,
5/15/2023,K1 ,10,C ,YO4 ,2,9,,,,,
5/15/2023,K1 ,10,D ,YO4 ,5,5,,,,,
5/15/2023,K1 ,11,C ,YO8 ,1,2,6.8,7.1,Y ,N,
5/15/2023,K1 ,11,D ,WR ,3,4,,,,,
5/15/2023,K1 ,12,C ,DPR ,6,5,,,,,
5/15/2023,K1 ,12,D ,DPR ,3,2,,,,,
5/15/2023,K1 ,13,C ,SQ1 ,2,12,,,,,
5/15/2023,K1 ,13,D ,SQ2 ,1,4,,,,,
5/15/2023,K1 ,14,C ,TM2 ,5,2,,,,,
5/15/2023,K1 ,14,D ,SQ3 ,5,1,,,,,
5/15/2023,K1 ,15,C ,LV3 ,4,3,,,,,
5/15/2023,K1 ,15,D ,LV1 ,4,2,,,,,
5/15/2023,K1 ,16,C ,SQ3 ,5,5,,,,,
5/15/2023,K1 ,16,D ,LV3 ,2,9,,,,,
5/15/2023,K1 ,17,C ,WL1 ,5,6,,,,,
5/15/2023,K1 ,17,D ,IH ,6,2,,,,,
5/15/2023,K1 ,18,C ,TM2 ,2,11,,,,,
5/15/2023,K1 ,18,D ,LV1 ,6,10,,,,,
5/15/2023,K1 ,19,C ,LVTR1 ,4,13,,,,,
5/15/2023,K1 ,19,D ,CP2 ,6,2,,,,,
5/15/2023,K1 ,20,C ,YO4 ,5,9,,,,,
5/15/2023,K1 ,20,D ,CP3 ,2,1,,,,,
5/15/2023,K1 ,21,C ,DPR ,1,8,,,,,weed 
5/15/2023,K1 ,21,D ,WR ,3,9,,,,,
5/15/2023,K1 ,22,C ,FR ,6,9,,,,,
5/15/2023,K1 ,22,D ,YO8 ,2,12,,,,,
5/15/2023,K2 ,23,C ,FR ,7,6,,,,,
5/15/2023,K2 ,23,D ,CP3 ,4,9,,,,,
5/15/2023,K2 ,24,C ,CC ,7,11,,,,,
5/15/2023,K2 ,24,D ,SC ,2,10,,,,,weed 
5/15/2023,K2 ,25,C ,SQ3 ,2,4,,,,,
5/15/2023,K2 ,25,D ,YO4 ,1,8,,,,,
5/15/2023,K2 ,26,C ,CP3 ,7,5,1.7,3.4,N ,SW ,
5/15/2023,K2 ,26,D ,YO11 ,5,6,,,,,
5/15/2023,K2 ,27,C ,WL2 ,6,3,,,,,
5/15/2023,K2 ,27,D ,YO8 ,5,8,,,,,
5/15/2023,K2 ,28,C ,YO4 ,6,13,,,,,
5/15/2023,K2 ,28,D ,YO4 ,2,13,,,,,
5/15/2023,K2 ,29,C ,DPR ,6,7,,,,,
5/15/2023,K2 ,29,D ,SQ2 ,5,12,,,,,
5/15/2023,K2 ,30,C ,FR ,3,10,,,,,
5/15/2023,K2 ,30,D ,WV ,1,12,,,,,
5/15/2023,K2 ,31,C ,CP2 ,2,6,,,,,
5/15/2023,K2 ,31,D ,SQ3 ,6,8,,,,,
5/15/2023,K2 ,32,C ,CP2 ,4,7,,,,,
5/15/2023,K2 ,32,D ,WL2 ,7,7,,,,,
5/15/2023,K2 ,33,C ,BH ,1,11,,,,,
5/15/2023,K2 ,33,D ,SC ,7,9,,,,,
5/15/2023,K2 ,34,C ,LVTR1 ,2,4,,,,,
5/15/2023,K2 ,34,D ,LV3 ,3,13,,,,,
5/15/2023,K2 ,35,C ,YO8 ,4,5,,,,,
5/15/2023,K2 ,35,D ,SQ1 ,6,3,,,,,
5/15/2023,K2 ,36,C ,SQ1 ,4,9,,,,,
5/15/2023,K2 ,36,D ,YO11 ,2,9,,,,,
5/15/2023,K2 ,37,C ,YO11 ,3,9,,,,,
5/15/2023,K2 ,37,D ,BH ,1,4,,,,,
5/15/2023,K2 ,38,C ,YO4 ,3,12,,,,,
5/15/2023,K2 ,38,D ,YO4 ,7,12,,,,,
5/15/2023,K2 ,39,C ,DPR ,4,6,,,,,
5/15/2023,K2 ,39,D ,YO4 ,6,9,,,,,
5/15/2023,K2 ,40,C ,CP3 ,5,8,,,,,
5/15/2023,K2 ,40,D ,CP2 ,1,13,,,,,
5/15/2023,K2 ,41,C ,YO8 ,4,1,,,,,
5/15/2023,K2 ,41,D ,CP2 ,7,3,,,,,
5/15/2023,K2 ,42,C ,CC ,3,4,,,,,
5/15/2023,K2 ,42,D ,IH ,3,6,,,,,
5/15/2023,K2 ,43,C ,LV3 ,3,9,,,,,
5/15/2023,K2 ,43,D ,SQ2 ,5,8,,,,,
5/15/2023,K2 ,44,C ,LVTR1 ,6,1,,,,,
