parent.pop,mf,rep,germinated?,Height (cm),Longest leaf (cm),Notes
BH,1,1,0,,,
BH,1,2,0,,,
BH,1,3,0,,,
BH,1,4,0,,,
BH,1,5,0,,,
BH,1,6,0,,,
BH,1,7,1,1.7,1.9,
BH,1,8,1,1.7,1.6,
BH,1,9,0,,,
BH,1,10,1,1.2,1.5,
BH,1,11,0,,,
BH,1,12,0,,,
BH,1,13,0,,,
BH,2,1,1,1.4,2.7,
BH,2,2,1,1.4,1.3,
BH,2,3,1,1.1,1.7,
BH,2,4,1,1.6,1.9,
BH,2,5,1,2.4,3.2,
BH,2,6,1,2.2,2.7,
BH,2,7,1,1.8,2.4,
BH,2,8,1,2.6,2.3,
BH,2,9,1,3.5,3.4,
BH,2,10,1,2.9,2.4,
BH,2,11,1,2,3.2,
BH,2,12,1,3.4,2.5,
BH,2,13,1,1.1,1.3,
BH,2,14,1,1.3,2.1,
BH,3,1,1,1.7,2,
BH,3,2,1,2.2,2.1,
BH,3,3,1,2,2.2,
BH,3,4,1,2.5,3,
BH,3,5,1,1.7,1.8,
BH,3,6,1,3,3.1,
BH,3,7,1,1.2,1.5,
BH,3,8,1,3.3,2.1,
BH,3,9,1,1.9,1.9,
BH,3,10,1,1.5,1.6,
BH,3,11,1,2.9,2.6,
BH,3,12,1,2.3,3.3,
BH,3,13,1,1.9,2.3,
BH,3,14,1,0.9,0.8,
BH,4,1,1,1.8,1.6,
BH,4,2,1,2.5,2.5,
BH,4,3,1,2.4,2.3,
BH,4,4,1,2.4,2.4,
BH,4,5,1,3.3,2.2,
BH,4,6,1,2.8,2,
BH,4,7,1,2.2,3.1,
BH,4,8,1,2.6,2.1,
BH,4,9,1,2.8,3.2,
BH,4,10,1,2.8,2.3,leaf damaged in transport
BH,4,11,1,2.7,3.4,
BH,4,12,1,2.5,3,
BH,4,13,1,2.3,2.4,
BH,4,14,1,2.4,2.7,
BH,5,1,1,2.2,2.7,
BH,5,2,1,1.7,1.7,
BH,5,3,1,3.5,3.4,
BH,5,4,1,2.2,1.7,
BH,5,5,1,2.3,2.6,
BH,5,6,1,3.7,3.2,
BH,5,7,1,2.4,2.8,
BH,5,8,1,1.8,2.8,
BH,5,9,1,0.9,1.8,
BH,5,10,1,2.3,2.7,
BH,5,11,1,3.5,3.7,
BH,5,12,1,2.9,2.6,
BH,5,13,1,3.3,2.8,
BH,5,14,1,2.2,2.6,
BH,5,15,1,1.6,2.3,
BH,5,16,1,2.1,3.2,
BH,5,17,1,1.1,1.8,
BH,5,18,1,2.5,3.7,
BH,5,19,1,2.3,2.3,
BH,5,20,1,2.1,2.7,
BH,5,21,1,2.6,2.8,
BH,5,22,1,2.3,2.8,
BH,5,23,1,1.9,2.8,
BH,5,24,1,2.5,3.8,
BH,5,25,1,1.7,3,
BH,5,26,1,1.7,2.5,
BH,5,27,1,1.4,2.1,
BH,5,28,1,1.7,2.9,
BH,5,29,1,1.8,3.1,
BH,5,30,1,2.8,3.4,
BH,5,31,1,2,3.4,
BH,6,1,0,,,
BH,6,2,1,2.5,3.3,
BH,6,3,1,1.4,2.3,
BH,6,4,1,3.4,2.7,
BH,6,5,1,2.8,2.9,
BH,6,6,1,3.2,2.4,
BH,6,7,1,1.3,1.9,
BH,6,8,1,1.5,1.9,
BH,6,9,1,1.4,1.8,
BH,6,10,1,2.2,2.6,
BH,6,11,1,2.3,2.6,
BH,6,12,1,1.7,2.1,
BH,6,13,1,1.9,1.9,
BH,7,1,1,0.6,0.6,
BH,7,2,1,1.8,2.5,
BH,7,3,1,1.1,1.6,
BH,7,4,1,2.1,2.4,
BH,7,5,1,2.8,3.3,
BH,7,6,1,2.7,2.8,
BH,7,7,1,1.4,2.9,
BH,7,8,1,1.6,2.5,
BH,7,9,1,2.5,2.7,
BH,7,10,1,2,2.8,
BH,7,11,1,2,2.4,
BH,7,12,1,2.4,2.5,
BH,7,13,1,1.7,3.6,
BH,7,14,1,1.9,2.3,
BH,7,15,1,1,2.3,
BH,7,16,1,1.8,2.5,
BH,7,17,1,1.6,2.3,
BH,7,18,1,1.5,2.5,
BH,7,19,1,1.9,2,
BH,7,20,1,1.9,1.9,
BH,7,21,1,2.3,3.4,
BH,7,22,1,1.7,2.6,
BH,7,23,1,1.6,3.8,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
buffer,,,,,,
CC,1,1,1,2.5,1.8,
CC,1,2,0,,,
CC,1,3,0,,,
CC,1,4,0,,,
CC,1,5,0,,,
CC,1,6,1,2.6,1.8,
CC,1,7,0,,,
CC,1,8,0,,,
CC,1,9,1,4.7,2.5,
CC,1,10,0,,,
CC,1,11,1,2.7,2,
CC,1,12,0,,,
CC,1,13,0,,,
CC,2,1,1,3.1,2,
CC,2,2,1,2.6,2.3,
CC,2,3,1,3.1,2.4,
CC,2,4,1,3.4,2.4,
CC,2,5,1,6.2,2.6,
CC,2,6,1,3.1,1.8,
CC,2,7,1,1.6,1.5,
CC,2,8,0,,,
CC,2,9,0,,,
CC,2,10,0,,,
CC,2,11,0,,,
CC,2,12,0,,,
CC,2,13,1,2.4,2,
CC,3,1,0,,,
CC,3,2,1,5.2,2.8,
CC,3,3,1,3.4,2.4,
CC,3,4,0,,,
CC,3,5,1,3.8,2.9,
CC,3,6,0,,,
CC,3,7,0,,,
CC,3,8,1,2.4,2,
CC,3,9,1,3.5,2,
CC,3,10,1,2.4,1.5,
CC,3,11,0,,,
CC,3,12,1,4.5,2.5,
CC,3,13,1,2.9,2.8,
CC,4,1,0,,,
CC,4,2,0,,,
CC,4,3,0,,,
CC,4,4,1,2.4,2.7,
CC,4,5,1,3,1.7,
CC,4,6,1,2.3,1.6,
CC,4,7,1,2.2,2,
CC,4,8,1,3.2,2.5,
CC,4,9,1,1.6,1.2,
CC,4,10,1,3.4,2.2,
CC,4,11,0,,,
CC,4,12,0,,,
CC,4,13,1,1.9,1.3,
CC,5,1,0,,,
CC,5,2,0,,,
CC,5,3,1,3,2,
CC,5,4,0,,,
CC,5,5,1,3.6,2.2,
CC,5,6,1,4.3,2.6,
CC,5,7,1,2.9,1.5,
CC,5,8,0,,,
CC,5,9,0,,,
CC,5,10,0,,,
CC,5,11,1,6.5,3.4,
CC,5,12,1,3.3,2.1,
CC,5,13,0,,,
CC,6,1,0,,,
CC,6,2,0,,,
CC,6,3,1,3.5,2,
CC,6,4,1,3.8,2.8,
CC,6,5,1,5.1,2.5,
CC,6,6,1,2.6,1.7,
CC,6,7,0,,,
CC,6,8,0,,,
CC,6,9,0,,,
CC,6,10,1,5.1,2.7,
CC,6,11,0,,,
CC,6,12,0,,,
CC,6,13,0,,,
CC,7,1,1,3.8,2,
CC,7,2,1,4.6,2.3,
CC,7,3,1,2.6,1.7,
CC,7,4,1,1.5,1,
CC,7,5,0,,,
CC,7,6,0,,,
CC,7,7,0,,,
CC,7,8,1,4.1,2.6,
CC,7,9,0,,,
CC,7,10,0,,,
CC,7,11,0,,,
CC,7,12,0,,,
CC,7,13,0,,,
CP2,1,1,1,0.8,1.5,
CP2,1,2,0,,,
CP2,1,3,0,,,
CP2,1,4,1,1.8,1.8,
CP2,1,5,0,,,
CP2,1,6,1,1.4,1.5,
CP2,1,7,0,,,
CP2,1,8,0,,,
CP2,1,9,0,,,
CP2,1,10,0,,,
CP2,1,11,0,,,
CP2,1,12,0,,,
CP2,1,13,0,,,
CP2,2,1,1,1.6,2,
CP2,2,2,1,0.7,0.8,
CP2,2,3,0,,,
CP2,2,4,0,,,
CP2,2,5,0,,,
CP2,2,6,0,,,
CP2,2,7,0,,,
CP2,2,8,0,,,
CP2,2,9,0,,,
CP2,2,10,0,,,
CP2,2,11,1,1.6,2,
CP2,2,12,0,,,
CP2,2,13,0,,,
CP2,3,1,0,,,
CP2,3,2,1,1.3,1.7,
CP2,3,3,1,1.8,3.5,
CP2,3,4,1,0.8,1,
CP2,3,5,1,2.4,1.9,
CP2,3,6,1,2.1,2.9,
CP2,3,7,0,,,
CP2,3,8,1,1.8,2.4,
CP2,3,9,0,,,
CP2,3,10,1,1.8,1.7,
CP2,3,11,0,,,
CP2,3,12,1,1.1,1.6,
CP2,3,13,0,,,
CP2,4,1,0,,,
CP2,4,2,0,,,
CP2,4,3,0,,,
CP2,4,4,1,1,2.6,
CP2,4,5,0,,,
CP2,4,6,1,1.2,2.6,
CP2,4,7,0,,,
CP2,4,8,0,,,
CP2,4,9,0,,,
CP2,4,10,0,,,
CP2,4,11,0,,,
CP2,4,12,0,,,
CP2,4,13,0,,,
CP2,5,1,1,0.4,0.8,sad
CP2,5,2,1,1.3,2.1,
CP2,5,3,0,,,
CP2,5,4,0,,,
CP2,5,5,0,,,
CP2,5,6,0,,,
CP2,5,7,0,,,
CP2,5,8,1,1.4,1.9,
CP2,5,9,0,,,
CP2,5,10,1,1.3,2.2,
CP2,5,11,0,,,
CP2,5,12,0,,,
CP2,5,13,1,1.5,2.2,
CP2,6,1,0,,,
CP2,6,2,0,,,
CP2,6,3,0,,,
CP2,6,4,1,1.8,1.8,
CP2,6,5,0,,,
CP2,6,6,0,,,
CP2,6,7,0,,,
CP2,6,8,0,,,
CP2,6,9,0,,,
CP2,6,10,1,1.3,2,
CP2,6,11,0,,,
CP2,6,12,0,,,
CP2,6,13,0,,,
CP2,7,1,0,,,
CP2,7,2,0,,,
CP2,7,3,0,,,
CP2,7,4,0,,,
CP2,7,5,0,,,
CP2,7,6,1,1.2,1.2,
CP2,7,7,1,1.4,2,
CP2,7,8,0,,,
CP2,7,9,0,,,
CP2,7,10,0,,,
CP2,7,11,0,,,
CP2,7,12,1,1.8,2.1,
CP2,7,13,0,,,
CP2,8,1,1,0.6,1.1,
CP2,8,2,1,1.6,1.5,
CP2,8,3,1,1.3,1.4,
CP2,8,4,1,1.1,0.9,
CP2,9,1,1,1.2,2.1,
CP2,9,2,1,0.8,1.4,
CP2,9,3,1,2.7,2.6,
CP2,9,4,1,1.6,2.2,
CP2,10,1,1,0.8,1.1,
CP2,10,2,1,1.7,1.7,
CP2,10,3,1,2,2.7,
CP2,10,4,1,0.8,0.7,
CP3,1,1,0,,,
CP3,1,2,0,,,
CP3,1,3,0,,,
CP3,1,4,0,,,
CP3,1,5,0,,,
CP3,1,6,0,,,
CP3,1,7,0,,,
CP3,1,8,0,,,
CP3,1,9,0,,,
CP3,1,10,0,,,
CP3,1,11,0,,,
CP3,1,12,0,,,
CP3,2,1,0,,,
CP3,2,2,0,,,
CP3,2,3,1,1.6,1.7,
CP3,2,4,0,,,
CP3,2,5,0,,,
CP3,2,6,0,,,
CP3,2,7,1,1.8,2.1,
CP3,2,8,0,,,
CP3,2,9,0,,,
CP3,2,10,0,,,
CP3,2,11,0,,,
CP3,2,12,0,,,
CP3,2,13,0,,,
CP3,3,1,0,,,
CP3,3,2,0,,,
CP3,3,3,0,,,
CP3,3,4,0,,,
CP3,3,5,0,,,
CP3,3,6,0,,,
CP3,3,7,0,,,
CP3,3,8,0,,,
CP3,3,9,0,,,
CP3,3,10,0,,,
CP3,3,11,0,,,
CP3,3,12,0,,,
CP3,3,13,0,,,
CP3,4,1,0,,,
CP3,4,2,0,,,
CP3,4,3,0,,,
CP3,4,4,0,,,
CP3,4,5,0,,,
CP3,4,6,0,,,
CP3,4,7,0,,,
CP3,4,8,0,,,
CP3,4,9,0,,,
CP3,4,10,0,,,
CP3,4,11,0,,,
CP3,4,12,0,,,
CP3,4,13,0,,,
CP3,5,1,0,,,
CP3,5,2,0,,,
CP3,5,3,0,,,
CP3,5,4,0,,,
CP3,5,5,0,,,
CP3,5,6,0,,,
CP3,5,7,0,,,
CP3,5,8,0,,,
CP3,5,9,1,0.7,1.9,
CP3,5,10,0,,,
CP3,5,11,0,,,
CP3,5,12,0,,,
CP3,5,13,0,,,
CP3,6,1,0,,,
CP3,6,2,0,,,
CP3,6,3,0,,,
CP3,6,4,0,,,
CP3,6,5,0,,,
CP3,6,6,0,,,
CP3,6,7,0,,,
CP3,6,8,0,,,
CP3,6,9,0,,,
CP3,6,10,0,,,
CP3,6,11,0,,,
CP3,6,12,0,,,
CP3,6,13,1,1.3,2.1,
CP3,7,1,1,0.2,0.2,v. sick
CP3,7,2,0,,,
CP3,7,3,0,,,
CP3,7,4,0,,,
CP3,7,5,0,,,
CP3,7,6,0,,,
CP3,7,7,0,,,
CP3,7,8,0,,,
CP3,7,9,0,,,
CP3,7,10,0,,,
CP3,7,11,0,,,
CP3,7,12,0,,,
CP3,7,13,0,,,
CP3,9,1,1,NA,NA,Dead
CP3,9,2,1,1.3,2.1,
CP3,12,1,1,2.5,3.1,
DPR,1,1,0,,,
DPR,1,2,0,,,
DPR,1,3,0,,,
DPR,1,4,0,,,
DPR,1,5,0,,,
DPR,1,6,0,,,
DPR,1,7,0,,,
DPR,1,8,0,,,
DPR,1,9,0,,,
DPR,1,10,0,,,
DPR,1,11,0,,,
DPR,1,12,0,,,
DPR,1,13,0,,,
DPR,2,1,0,,,
DPR,2,2,1,2.1,2.5,
DPR,2,3,0,,,
DPR,2,4,1,3.3,3.1,
DPR,2,5,1,4.6,3.2,
DPR,2,6,1,5.11,3,
DPR,2,7,1,5.2,3,
DPR,2,8,0,,,
DPR,2,9,0,,,
DPR,2,10,1,5.9,3,
DPR,2,11,1,4.4,3.2,
DPR,2,12,1,6.6,4.2,
DPR,2,13,0,,,
DPR,3,1,0,,,
DPR,3,2,0,,,
DPR,3,3,0,,,
DPR,3,4,0,,,
DPR,3,5,0,,,
DPR,3,6,0,,,
DPR,3,7,1,2.3,2.2,
DPR,3,8,0,,,
DPR,3,9,0,,,
DPR,3,10,0,,,
DPR,3,11,0,,,
DPR,3,12,0,,,
DPR,3,13,0,,,
DPR,4,1,0,,,
DPR,4,2,0,,,
DPR,4,3,0,,,
DPR,4,4,0,,,
DPR,4,5,0,,,
DPR,4,6,0,,,
DPR,4,7,0,,,
DPR,4,8,1,2.2,2.4,
DPR,4,9,1,3.7,2.4,
DPR,4,10,0,,,
DPR,4,11,1,2.9,3.5,
DPR,4,12,0,,,
DPR,4,13,1,1.5,1.2,
DPR,5,1,0,,,
DPR,5,2,1,4,2.5,
DPR,5,3,0,,,
DPR,5,4,0,,,
DPR,5,5,0,,,
DPR,5,6,0,,,
DPR,5,7,0,,,
DPR,5,8,0,,,
DPR,5,9,0,,,
DPR,5,10,0,,,
DPR,5,11,0,,,
DPR,5,12,0,,,
DPR,5,13,0,,,
DPR,6,1,0,,,
DPR,6,2,1,2.3,1.1,
DPR,6,3,1,2.7,2.1,
DPR,6,4,1,2.4,3.1,
DPR,6,5,0,,,
DPR,6,6,0,,,
DPR,6,7,0,,,
DPR,6,8,0,,,
DPR,6,9,1,3.4,2.6,
DPR,6,10,1,1.5,1.9,
DPR,6,11,1,2,2.3,
DPR,6,12,0,,,
DPR,6,13,1,2.5,2.7,
DPR,7,1,0,,,
DPR,7,2,0,,,
DPR,7,3,0,,,
DPR,7,4,1,2.1,2.1,
DPR,7,5,0,,,
DPR,7,6,0,,,
DPR,7,7,0,,,
DPR,7,8,0,,,
DPR,7,9,0,,,
DPR,7,10,0,,,
DPR,7,11,0,,,
DPR,7,12,0,,,
DPR,7,13,0,,,
FR,1,1,1,3.6,2.1,
FR,1,2,0,,,
FR,1,3,0,,,
FR,1,4,0,,,
FR,1,5,0,,,
FR,1,6,1,2.9,2.2,
FR,1,7,0,,,
FR,1,8,0,,,
FR,1,9,1,4.9,2.7,
FR,1,10,1,4,2.1,
FR,1,11,1,2.7,2.6,
FR,1,12,1,5.5,3.2,
FR,1,13,1,3.1,2,
FR,2,1,1,2.6,1.9,
FR,2,2,1,1.7,1.6,
FR,2,3,0,,,
FR,2,4,1,1.6,1.5,
FR,2,5,0,,,
FR,2,6,0,,,
FR,2,7,0,,,
FR,2,8,1,4.2,2.1,
FR,2,9,1,2.9,2.2,
FR,2,10,1,2.6,2.9,
FR,2,11,1,3.3,2.5,
FR,2,12,1,5.4,2.1,
FR,2,13,0,,,
FR,3,1,0,,,
FR,3,2,0,,,
FR,3,3,0,,,
FR,3,4,0,,,
FR,3,5,1,3.6,2.2,
FR,3,6,1,4.1,2.6,
FR,3,7,0,,,
FR,3,8,0,,,
FR,3,9,0,,,
FR,3,10,0,,,
FR,3,11,0,,,
FR,3,12,0,,,
FR,3,13,1,2.3,2.7,
FR,4,1,0,,,
FR,4,2,1,2.2,2.1,
FR,4,3,0,,,
FR,4,4,0,,,
FR,4,5,0,,,
FR,4,6,0,,,
FR,4,7,1,NA,NA,dead
FR,4,8,0,,,
FR,4,9,0,,,
FR,4,10,0,,,
FR,4,11,0,,,
FR,4,12,0,,,
FR,4,13,1,2.5,2.5,
FR,5,1,0,,,
FR,5,2,0,,,
FR,5,3,1,1.8,1.5,
FR,5,4,0,,,
FR,5,5,0,,,
FR,5,6,0,,,
FR,5,7,0,,,
FR,5,8,0,,,
FR,5,9,1,2.4,1.8,
FR,5,10,1,2.1,1.8,
FR,5,11,0,,,
FR,5,12,0,,,
FR,5,13,1,1.6,1.6,
FR,6,1,0,,,
FR,6,2,1,1.4,1.1,
FR,6,3,1,2,1.4,
FR,6,4,1,3.1,1.9,
FR,6,5,1,2.5,2.1,
FR,6,6,1,2.4,2.2,
FR,6,7,1,3.3,2.4,
FR,6,8,0,,,
FR,6,9,0,,,
FR,6,10,1,1.4,1.8,
FR,6,11,0,,,
FR,6,12,1,4.6,2.3,
FR,6,13,0,,,
FR,7,1,0,,,
FR,7,2,0,,,
FR,7,3,0,,,
FR,7,4,0,,,
FR,7,5,0,,,
FR,7,6,0,,,
FR,7,7,0,,,
FR,7,8,0,,,
FR,7,9,1,2.6,2.6,
FR,7,10,1,2.3,2.1,
FR,7,11,1,3.8,2.6,
FR,7,12,0,,,
FR,7,13,0,,,
FR,8,1,1,1.7,1.5,
FR,8,2,1,NA,NA,dead
IH,1,1,0,,,
IH,1,2,0,,,
IH,1,3,0,,,
IH,1,4,0,,,
IH,1,5,0,,,
IH,1,6,1,1.8,2.4,
IH,1,7,1,1.4,2.1,
IH,1,8,0,,,
IH,1,9,1,2.6,3.6,
IH,1,10,1,1.4,2.6,
IH,1,11,1,1.2,0.5,
IH,1,12,1,1.8,2.5,
IH,1,13,0,,,
IH,2,1,0,,,
IH,2,2,0,,,
IH,2,3,0,,,
IH,2,4,0,,,
IH,2,5,0,,,
IH,2,6,0,,,
IH,2,7,0,,,
IH,2,8,0,,,
IH,2,9,1,2.4,3.3,
IH,2,10,0,,,
IH,2,11,0,,,
IH,2,12,0,,,
IH,2,13,1,2.1,3,
IH,3,1,0,,,
IH,3,2,0,,,
IH,3,3,0,,,
IH,3,4,0,,,
IH,3,5,0,,,
IH,3,6,0,,,
IH,3,7,0,,,
IH,3,8,0,,,
IH,3,9,0,,,
IH,3,10,0,,,
IH,3,11,0,,,
IH,3,12,0,,,
IH,3,13,0,,,
IH,4,1,1,2.3,3,
IH,4,2,1,2.8,3.6,
IH,4,3,1,2.4,2.3,
IH,4,4,1,2.1,2.9,
IH,4,5,1,2.2,2.1,
IH,4,6,1,2.3,2.7,
IH,4,7,1,2.8,3.4,
IH,4,8,1,2.2,2.3,
IH,4,9,1,1.2,1.4,
IH,4,10,1,2.9,2.9,
IH,4,11,1,2.1,3.4,
IH,4,12,1,2.7,2.6,
IH,4,13,1,2.4,2.2,
IH,4,14,1,1.8,1.5,
IH,4,15,1,1.7,2.3,
IH,4,16,1,1.5,1.8,
IH,4,17,1,1.1,1.2,
IH,4,18,1,1.3,1.5,
IH,4,19,1,1.7,1.9,
IH,4,20,1,1.9,2.2,
IH,4,21,1,1.4,2,
IH,4,22,1,0.6,1.2,
