parent.pop,mf,rep,germinated?,Height (cm),Longest leaf (cm),Notes
TM2,5,1,1,2.5,1.8,
TM2,5,2,0,,,
TM2,5,3,1,4.1,1.5,
TM2,5,4,0,,,
TM2,5,5,1,3.3,1.9,
TM2,5,6,0,,,
TM2,5,7,1,5.9,3,
TM2,5,8,1,3.1,1.3,
TM2,5,9,1,3,2.1,
TM2,5,10,0,,,
TM2,5,11,0,,,
TM2,5,12,0,,,
TM2,5,13,1,4.3,1.9,
TM2,6,1,1,5.4,2.3,
TM2,6,2,0,,,
TM2,6,3,0,,,
TM2,6,4,0,,,
TM2,6,5,1,5.3,3.1,
TM2,6,6,0,,,
TM2,6,7,1,1.5,1.1,
TM2,6,8,0,,,
TM2,6,9,0,,,
TM2,6,10,0,,,
TM2,6,11,0,,,
TM2,6,12,0,,,
TM2,6,13,0,,,
TM2,7,1,0,,,
TM2,7,2,0,,,
TM2,7,3,0,,,
TM2,7,4,0,,,
TM2,7,5,0,,,
TM2,7,6,0,,,
TM2,7,7,0,,,
TM2,7,8,0,,,
TM2,7,9,0,,,
TM2,7,10,0,,,
TM2,7,11,1,4,1.9,
TM2,7,12,0,,,
TM2,7,13,0,,,
WL1,1,1,1,1.5,0.8,
WL1,1,2,1,1.9,1.2,
WL1,1,3,1,3.2,1.6,
WL1,1,4,1,1.7,1.9,
WL1,1,5,1,3.4,2.6,
WL1,1,6,1,2.3,1.6,
WL1,1,7,1,2,2.1,
WL1,1,8,1,2.1,2.1,
WL1,1,9,1,2.4,2.4,
WL1,1,10,1,2.6,1.7,
WL1,1,11,1,2.3,1.5,
WL1,1,12,1,2.4,2.4,
WL1,1,13,1,2,1.2,
WL1,1,14,1,1.4,1.5,
WL1,1,15,1,2.4,2,
WL1,1,16,1,2.3,2.5,
WL1,1,17,1,1.7,1.4,
WL1,1,18,1,1.9,1.9,
WL1,1,19,1,1.5,1.4,
WL1,1,20,1,2,1.8,
WL1,1,21,1,2,2.2,
WL1,1,22,1,1.8,1.6,
WL1,1,23,1,1.4,0.8,
WL1,1,24,1,1.7,2.1,
WL1,1,25,1,1.9,1.8,
WL1,1,26,1,1.9,2,
WL1,1,27,1,1.4,1.7,
WL1,1,28,1,1.5,1.2,
WL1,2,1,1,2,1.3,
WL1,2,2,1,2,1.4,
WL1,2,3,1,1.6,1.7,
WL1,2,4,1,1.9,1.8,
WL1,2,5,1,2.5,2.4,
WL1,2,6,1,2.4,2,
WL1,2,7,1,2.3,2.2,
WL1,2,8,1,2,1.9,
WL1,2,9,1,2.7,2.1,
WL1,2,10,1,2.5,2.7,
WL1,2,11,1,1.5,2.5,
WL1,2,12,1,2.8,2.4,
WL1,2,13,1,2.4,2,
WL1,2,14,1,1.9,1.5,
WL1,2,15,1,2,2.3,
WL1,2,16,1,2.2,2,
WL1,2,17,1,1.7,1.8,
WL1,3,1,1,1.4,2.7,
WL1,3,2,1,2.8,2.4,
WL1,3,3,1,1,1.5,
WL1,3,4,0,,,
WL1,3,5,1,2.4,2.1,
WL1,3,6,1,2,3,
WL1,3,7,0,,,
WL1,3,8,0,,,
WL1,3,9,1,2.6,3.3,
WL1,3,10,0,,,
WL1,3,11,0,,,
WL1,3,12,1,1.5,1.8,
WL1,3,13,0,,,
WL1,4,1,1,1.5,1.4,
WL1,4,2,1,2.7,2.2,
WL1,4,3,1,2.2,2.4,
WL1,4,4,1,2.5,2.1,
WL1,4,5,1,2.9,2.6,
WL1,4,6,1,2.7,2.3,
WL1,4,7,1,1.5,2.4,
WL1,4,8,1,1.7,2.3,
WL1,4,9,1,2.3,2.4,
WL1,4,10,1,2.7,2.5,
WL1,4,11,1,2.3,2.5,
WL1,4,12,1,3.1,3,
WL1,4,13,1,1.4,2.3,
WL1,4,14,1,1.7,1.4,
WL1,5,1,0,,,
WL1,5,2,0,,,
WL1,5,3,1,3,1.9,
WL1,5,4,0,,,
WL1,5,5,0,,,
WL1,5,6,0,,,
WL1,5,7,0,,,
WL1,5,8,1,2.5,2.7,
WL1,5,9,0,,,
WL1,5,10,0,,,
WL1,5,11,1,1.5,2.5,
WL1,5,12,0,,,
WL1,5,13,0,,,
WL1,6,1,1,2.1,1.7,
WL1,6,2,1,2.1,1.5,
WL1,6,3,1,2.5,2,
WL1,6,4,1,4,2.5,
WL1,6,5,1,1.9,1.5,
WL1,6,6,1,2,2,
WL1,6,7,1,2.5,3,
WL1,6,8,1,2.3,1.9,
WL1,6,9,1,2.4,2.6,
WL1,6,10,1,2.5,2.5,
WL1,6,11,1,2.8,2.1,
WL1,6,12,1,2.2,2.1,
WL1,6,13,1,2.3,2.4,
WL1,6,14,1,2,2,
WL1,6,15,1,1.5,1.9,
WL1,6,16,1,2.2,1.9,
WL1,6,17,1,1.5,1.9,
WL1,6,18,1,2,1.9,
WL1,6,19,1,1.9,2.1,
WL1,6,20,1,2.3,1.5,
WL1,6,21,1,1.7,1.8,
WL1,6,22,1,2.1,1.5,
WL1,6,23,1,1.7,2.1,
WL1,6,24,1,2.1,2.2,
WL1,6,25,1,1.4,0.9,
WL1,6,26,1,1.3,0.7,
WL1,6,27,1,1.8,2,
WL1,6,28,1,1.8,2.2,
WL1,7,1,1,2.9,2.5,
WL1,7,2,1,1.8,2.6,
WL1,7,3,1,2.5,2,
WL1,7,4,1,3,2.3,
WL1,7,5,1,3,3.2,
WL1,7,6,1,1.7,2.4,
WL1,7,7,1,2.5,2.1,
WL1,7,8,1,2.6,2.6,
WL1,7,9,1,3.1,2.5,
WL1,7,10,1,3.1,2.7,
WL1,7,11,1,2.5,3,
WL1,7,12,1,2.8,2.4,
WL1,7,13,1,3.2,3.1,
WL1,7,14,1,1.9,1.6,
WL1,7,15,1,2.2,1.7,
WL1,7,16,1,1.3,1.2,
WL1,7,17,1,2.4,1.7,
WL1,7,18,1,1.7,1,
WL1,7,19,1,1.9,1.9,
WL1,7,20,1,1.6,1,
WL1,7,21,1,1.5,1.2,
WL1,7,22,1,1.6,1.1,
WL1,7,23,1,1,0.7,
WL1,7,24,1,1.8,1.3,
WL1,7,25,1,1.6,1.2,
WL1,7,26,1,1.4,1.7,
WL1,7,27,1,2,1.2,
WL1,7,28,1,1.4,1.8,
WL2,1,1,1,0.4,0.4,
WL2,1,2,0,,,
WL2,1,3,0,,,
WL2,1,4,0,,,
WL2,1,5,0,,,
WL2,1,6,0,,,
WL2,1,7,1,1.7,1.5,
WL2,1,8,1,1.7,1.2,
WL2,1,9,1,1.3,1.2,
WL2,1,10,0,,,
WL2,1,11,0,,,
WL2,1,12,0,,,
WL2,1,13,1,1.1,0.5,
WL2,2,1,0,,,
WL2,2,2,0,,,
WL2,2,3,0,,,
WL2,2,4,0,,,
WL2,2,5,0,,,
WL2,2,6,0,,,
WL2,2,7,0,,,
WL2,2,8,0,,,
WL2,2,9,0,,,
WL2,2,10,0,,,
WL2,2,11,0,,,
WL2,2,12,0,,,
WL2,2,13,0,,,
WL2,3,1,0,,,
WL2,3,2,0,,,
WL2,3,3,0,,,
WL2,3,4,1,2.5,2.2,
WL2,3,5,0,,,
WL2,3,6,0,,,
WL2,3,7,1,1.6,0.7,
WL2,3,8,1,NA,NA,dead
WL2,3,9,0,,,
WL2,3,10,0,,,
WL2,3,11,0,,,
WL2,3,12,0,,,
WL2,3,13,1,1,0.5,
WL2,4,1,1,2.2,1.9,
WL2,4,2,0,,,
WL2,4,3,1,1.7,1.2,
WL2,4,4,1,0.8,0.6,
WL2,4,5,1,2.1,1.8,
WL2,4,6,1,2.4,1.6,
WL2,4,7,0,,,
WL2,4,8,1,NA,NA,dead
WL2,4,9,1,1.9,2,
WL2,4,10,1,1.7,1.1,
WL2,4,11,1,0.4,0.8,
WL2,4,12,1,1.4,2.2,
WL2,4,13,0,,,
WL2,5,1,1,2.8,3.4,
WL2,5,2,0,,,
WL2,5,3,1,1.8,1.5,
WL2,5,4,1,2.4,1.7,
WL2,5,5,0,,,
WL2,5,6,1,2.5,2.1,
WL2,5,7,0,,,
WL2,5,8,1,NA,NA,dead
WL2,5,9,0,,,
WL2,5,10,0,,,
WL2,5,11,1,1.8,2,
WL2,5,12,0,,,
WL2,5,13,0,,,
WL2,6,1,0,,,
WL2,6,2,0,,,
WL2,6,3,0,,,
WL2,6,4,0,,,
WL2,6,5,0,,,
WL2,6,6,0,,,
WL2,6,7,0,,,
WL2,6,8,0,,,
WL2,6,9,0,,,
WL2,6,10,0,,,
WL2,6,11,0,,,
WL2,6,12,0,,,
WL2,6,13,0,,,
WL2,7,1,0,,,
WL2,7,2,0,,,
WL2,7,3,1,3.8,2.5,
WL2,7,4,0,,,
WL2,7,5,0,,,
WL2,7,6,0,,,
WL2,7,7,0,,,
WL2,7,8,0,,,
WL2,7,9,0,,,
WL2,7,10,0,,,
WL2,7,11,0,,,
WL2,7,12,0,,,
WL2,7,13,0,,,
WR,1,1,1,1.8,1.9,
WR,1,2,0,,,
WR,1,3,0,,,
WR,1,4,0,,,
WR,1,5,0,,,
WR,1,6,1,0.9,0.9,
WR,1,7,1,0.7,0.8,
WR,1,8,0,,,
WR,1,9,1,1,1,
WR,1,10,0,,,
WR,1,11,1,1.7,2,
WR,1,12,0,,,
WR,1,13,0,,,
WR,2,1,0,,,
WR,2,2,1,1.6,1.7,
WR,2,3,0,,,
WR,2,4,0,,,
WR,2,5,0,,,
WR,2,6,0,,,
WR,2,7,1,3.5,2.8,
WR,2,8,1,1.5,1.5,
WR,2,9,0,,,
WR,2,10,0,,,
WR,2,11,0,,,
WR,2,12,0,,,
WR,2,13,0,,,
WR,3,1,0,,,
WR,3,2,0,,,
WR,3,3,0,,,
WR,3,4,0,,,
WR,3,5,0,,,
WR,3,6,0,,,
WR,3,7,1,1.8,2.2,
WR,3,8,0,,,
WR,3,9,0,,,
WR,3,10,0,,,
WR,3,11,0,,,
WR,3,12,0,,,
WR,3,13,0,,,
WV,1,1,0,,,
WV,1,2,0,,,
WV,1,3,0,,,
WV,1,4,0,,,
WV,1,5,0,,,
WV,1,6,0,,,
WV,1,7,0,,,
WV,1,8,0,,,
WV,1,9,0,,,
WV,1,10,0,,,
WV,1,11,0,,,
WV,1,12,0,,,
WV,1,13,0,,,
WV,2,1,0,,,
WV,2,2,0,,,
WV,2,3,0,,,
WV,2,4,0,,,
WV,2,5,0,,,
WV,2,6,0,,,
WV,2,7,0,,,
WV,2,8,0,,,
WV,2,9,0,,,
WV,2,10,0,,,
WV,2,11,0,,,
WV,2,12,0,,,
WV,3,1,0,,,
WV,3,2,0,,,
WV,3,3,0,,,
WV,3,4,0,,,
WV,3,5,0,,,
WV,3,6,0,,,
WV,3,7,0,,,
WV,3,8,0,,,
WV,3,9,0,,,
WV,3,10,0,,,
WV,3,11,0,,,
WV,3,12,0,,,
WV,3,13,0,,,
WV,4,1,0,,,
WV,4,2,0,,,
WV,4,3,0,,,
WV,4,4,1,0.7,0.5,
WV,4,5,0,,,
WV,4,6,0,,,
WV,4,7,0,,,
WV,4,8,0,,,
WV,4,9,0,,,
WV,4,10,1,2.1,1.4,
WV,4,11,0,,,
WV,4,12,0,,,
WV,4,13,0,,,
WV,5,1,0,,,
WV,5,2,0,,,
WV,5,3,0,,,
WV,5,4,0,,,
WV,5,5,0,,,
WV,5,6,0,,,
WV,5,7,0,,,
WV,5,8,0,,,
WV,5,9,0,,,
WV,5,10,0,,,
WV,5,11,0,,,
WV,5,12,0,,,
WV,5,13,0,,,
WV,6,1,0,,,
WV,6,2,0,,,
WV,6,3,0,,,
WV,6,4,0,,,
WV,6,5,0,,,
WV,6,6,0,,,
WV,6,7,0,,,
WV,6,8,0,,,
WV,6,9,0,,,
WV,6,10,0,,,
WV,6,11,0,,,
WV,6,12,0,,,
WV,6,13,0,,,
WV,7,1,0,,,
WV,7,2,0,,,
WV,7,3,0,,,
WV,7,4,0,,,
WV,7,5,0,,,
WV,7,6,0,,,
WV,7,7,0,,,
WV,7,8,0,,,
WV,7,9,0,,,
WV,7,10,0,,,
WV,7,11,0,,,
WV,7,12,0,,,
WV,7,13,0,,,
YO11,1,1,0,,,
YO11,1,2,0,,,
YO11,1,3,0,,,
YO11,1,4,0,,,
YO11,1,5,0,,,
YO11,1,6,0,,,
YO11,1,7,0,,,
YO11,1,8,0,,,
YO11,1,9,0,,,
YO11,1,10,0,,,
YO11,1,11,0,,,
YO11,1,12,0,,,
YO11,1,13,0,,,
YO11,2,1,0,,,
YO11,2,2,1,2.5,1.7,
YO11,2,3,1,1,0.4,only 2 leaves
YO11,2,4,0,,,
YO11,2,5,0,,,
YO11,2,6,0,,,
YO11,2,7,0,,,
YO11,2,8,0,,,
YO11,2,9,0,,,
YO11,2,10,0,,,
YO11,2,11,0,,,
YO11,2,12,0,,,
YO11,2,13,0,,,
YO11,3,1,0,,,
YO11,3,2,0,,,
YO11,3,3,1,3,1.6,
YO11,3,4,0,,,
YO11,3,5,0,,,
YO11,3,6,0,,,
YO11,3,7,0,,,
YO11,3,8,0,,,
YO11,3,9,0,,,
YO11,3,10,0,,,
YO11,3,11,0,,,
YO11,3,12,1,1,0.9,
YO11,3,13,1,2.3,1.4,
YO11,4,1,0,,,
YO11,4,2,0,,,
YO11,4,3,0,,,
YO11,4,4,0,,,
YO11,4,5,0,,,
YO11,4,6,0,,,
YO11,4,7,0,,,
YO11,4,8,0,,,
YO11,4,9,0,,,
YO11,4,10,1,2.2,2.5,
YO11,4,11,0,,,
YO11,4,12,0,,,
YO11,4,13,0,,,
YO11,5,1,0,,,
YO11,5,2,0,,,
YO11,5,3,0,,,
YO11,5,4,0,,,
YO11,5,5,0,,,
YO11,5,6,0,,,
YO11,5,7,0,,,
YO11,5,8,0,,,
YO11,5,9,0,,,
YO11,5,10,0,,,
YO11,5,11,0,,,
YO11,5,12,0,,,
YO11,5,13,1,2.8,1.4,
YO11,6,1,0,,,
YO11,6,2,0,,,
YO11,6,3,0,,,
YO11,6,4,0,,,
YO11,6,5,0,,,
YO11,6,6,1,1.7,1.1,
YO11,6,7,1,1.6,0.6,
YO11,6,8,0,,,
YO11,6,9,1,2.3,1.9,
YO11,6,10,0,,,
YO11,6,11,0,,,
YO11,6,12,0,,,
YO11,6,13,1,1.4,1.1,
YO11,7,1,1,1.4,1.2,
YO11,7,2,1,1.9,1,
YO11,7,3,0,,,
YO11,7,4,0,,,
YO11,7,5,0,,,
YO11,7,6,0,,,
YO11,7,7,0,,,
YO11,7,8,0,,,
YO11,7,9,0,,,
YO11,7,10,0,,,
YO11,7,11,0,,,
YO11,7,12,0,,,
YO11,7,13,1,2,0.9,
YO4,1,1,1,1.6,1.7,
YO4,1,2,0,,,
YO4,1,3,0,,,
YO4,1,4,0,,,
YO4,1,5,0,,,
YO4,1,6,0,,,
YO4,1,7,0,,,
YO4,1,8,0,,,
YO4,1,9,0,,,
YO4,1,10,0,,,
YO4,1,11,0,,,
YO4,1,12,0,,,
YO4,1,13,1,2.6,2.6,
YO4,2,1,0,,,
YO4,2,2,1,2.8,2.7,
YO4,2,3,0,,,
YO4,2,4,0,,,
YO4,2,5,0,,,
YO4,2,6,0,,,
YO4,2,7,0,,,
YO4,2,8,0,,,
YO4,2,9,0,,,
YO4,2,10,0,,,
YO4,2,11,0,,,
YO4,2,12,0,,,
YO4,2,13,0,,,
YO4,3,1,0,,,
YO4,3,2,0,,,
YO4,3,3,0,,,
YO4,3,4,0,,,
YO4,3,5,0,,,
YO4,3,6,0,,,
YO4,3,7,0,,,
YO4,3,8,0,,,
YO4,3,9,0,,,
YO4,3,10,0,,,
YO4,3,11,0,,,
YO4,3,12,0,,,
YO4,3,13,0,,,
YO4,4,1,0,,,
YO4,4,2,0,,,
YO4,4,3,1,1.6,2.2,
YO4,4,4,1,3,2.6,
YO4,4,5,1,2.9,2.1,
YO4,4,6,0,,,
YO4,4,7,0,,,
YO4,4,8,0,,,
YO4,4,9,0,,,
YO4,4,10,0,,,
YO4,4,11,0,,,
YO4,4,12,0,,,
YO4,4,13,0,,,
YO4,5,1,0,,,
YO4,5,2,0,,,
YO4,5,3,0,,,
YO4,5,4,0,,,
YO4,5,5,0,,,
YO4,5,6,0,,,
YO4,5,7,0,,,
YO4,5,8,0,,,
YO4,5,9,0,,,
YO4,5,10,0,,,
YO4,5,11,0,,,
YO4,5,12,0,,,
YO4,6,1,0,,,
YO4,6,2,0,,,
YO4,6,3,0,,,
YO4,6,4,0,,,
YO4,6,5,0,,,
YO4,6,6,0,,,
YO4,6,7,0,,,
YO4,6,8,0,,,
YO4,6,9,0,,,
YO4,6,10,0,,,
YO4,6,11,0,,,
YO4,6,12,0,,,
YO4,6,13,0,,,
YO4,7,1,0,,,
YO4,7,2,0,,,
YO4,7,3,0,,,
YO4,7,4,0,,,
YO4,7,5,0,,,
YO4,7,6,0,,,
YO4,7,7,0,,,
YO4,7,8,0,,,
YO4,7,9,0,,,
YO4,7,10,0,,,
YO4,7,11,0,,,
YO4,7,12,0,,,
YO4,7,13,0,,,
YO7,1,1,0,,,
YO7,1,2,0,,,
YO7,1,3,0,,,
YO7,1,4,0,,,
YO7,1,5,0,,,
YO7,1,6,0,,,
YO7,1,7,0,,,
YO7,1,8,0,,,
YO7,1,9,0,,,
YO7,1,10,0,,,
YO7,1,11,0,,,
YO7,1,12,0,,,
YO7,1,13,0,,,
YO7,2,1,1,0.3,1.1,
YO7,2,2,0,,,
YO7,2,3,1,0.7,1.5,
YO7,2,4,0,,,
YO7,2,5,0,,,
YO7,2,6,0,,,
YO7,2,7,0,,,
YO7,2,8,0,,,
YO7,2,9,1,0.4,2.1,
YO7,2,10,1,NA,NA,dead
YO7,2,11,0,,,
YO7,2,12,0,,,
YO7,2,13,0,,,
YO7,3,1,1,2.5,1.9,
YO7,3,2,0,,,
YO7,3,3,0,,,
YO7,3,4,0,,,
YO7,3,5,0,,,
YO7,3,6,0,,,
YO7,3,7,0,,,
YO7,3,8,0,,,
YO7,3,9,0,,,
YO7,3,10,0,,,
YO7,3,11,0,,,
YO7,3,12,0,,,
YO7,3,13,0,,,
YO7,4,1,0,,,
YO7,4,2,1,0.9,1.1,
YO7,4,3,0,,,
YO7,4,4,1,1.2,1.1,
YO7,4,5,0,,,
YO7,4,6,0,,,
YO7,4,7,1,1.4,1.6,
YO7,4,8,0,,,
YO7,4,9,0,,,
YO7,4,10,0,,,
YO7,4,11,0,,,
YO7,4,12,1,1.2,2.3,
YO7,4,13,0,,,
YO7,5,1,1,NA,NA,
YO7,5,2,0,,,
YO7,5,3,0,,,
YO7,5,4,0,,,
YO7,5,5,1,0.6,1.7,
YO7,5,6,0,,,
YO7,5,7,0,,,
YO7,5,8,0,,,
YO7,5,9,0,,,
YO7,5,10,0,,,
YO7,5,11,0,,,
YO7,5,12,0,,,
YO7,5,13,0,,,
YO7,6,1,0,,,
YO7,6,2,0,,,
YO7,6,3,0,,,
YO7,6,4,0,,,
YO7,6,5,0,,,
YO7,6,6,0,,,
YO7,6,7,0,,,
YO7,6,8,0,,,
YO7,6,9,0,,,
YO7,6,10,1,0.9,1.8,
YO7,6,11,0,,,
YO7,6,12,0,,,
YO7,6,13,0,,,
YO7,7,1,0,,,
YO7,7,2,0,,,
YO7,7,3,0,,,
YO7,7,4,0,,,
YO7,7,5,0,,,
YO7,7,6,0,,,
YO7,7,7,0,,,
YO7,7,8,0,,,
YO7,7,9,0,,,
YO7,7,10,0,,,
YO7,7,11,1,1.4,2.1,
YO7,7,12,0,,,
YO7,7,13,1,0.7,0.8,
YO7,8,1,1,1.3,1.6,
YO7,8,2,1,1.5,1.6,
YO7,8,3,1,0.6,0.4,
YO8,1,1,0,,,
YO8,1,2,0,,,
YO8,1,3,0,,,
YO8,1,4,0,,,
YO8,1,5,0,,,
YO8,1,6,0,,,
YO8,1,7,0,,,
YO8,1,8,0,,,
YO8,1,9,0,,,
YO8,1,10,1,3.4,2.4,
YO8,1,11,0,,,
YO8,1,12,0,,,
YO8,1,13,0,,,
YO8,2,1,0,,,
YO8,2,2,1,3.1,3.7,
YO8,2,3,0,,,
YO8,2,4,0,,,
YO8,2,5,0,,,
YO8,2,6,0,,,
YO8,2,7,0,,,
YO8,2,8,0,,,
YO8,2,9,0,,,
YO8,2,10,0,,,
YO8,2,11,1,1.2,2.4,
YO8,2,12,0,,,
YO8,2,13,0,,,
YO8,3,1,0,,,
YO8,3,2,0,,,
YO8,3,3,0,,,
YO8,3,4,0,,,
YO8,3,5,1,2,1.9,
YO8,3,6,1,1.6,1.9,
YO8,3,7,0,,,
YO8,3,8,0,,,
YO8,3,9,0,,,
YO8,3,10,0,,,
YO8,3,11,0,,,
YO8,3,12,1,1.8,2.5,
YO8,3,13,0,,,
YO8,4,1,0,,,
YO8,4,2,0,,,
YO8,4,3,0,,,
YO8,4,4,0,,,
YO8,4,5,0,,,
YO8,4,6,0,,,
YO8,4,7,0,,,
YO8,4,8,0,,,
YO8,4,9,0,,,
YO8,4,10,0,,,
YO8,4,11,0,,,
YO8,4,12,0,,,
YO8,4,13,0,,,
YO8,5,1,0,,,
YO8,5,2,0,,,
YO8,5,3,0,,,
YO8,5,4,0,,,
YO8,5,5,0,,,
YO8,5,6,0,,,
YO8,5,7,0,,,
YO8,5,8,0,,,
YO8,5,9,0,,,
YO8,5,10,0,,,
YO8,5,11,0,,,
YO8,5,12,0,,,
YO8,5,13,0,,,
YO8,6,1,0,,,
YO8,6,2,1,1.3,2.4,
YO8,6,3,0,,,
YO8,6,4,0,,,
YO8,6,5,0,,,
YO8,6,6,0,,,
YO8,6,7,0,,,
YO8,6,8,0,,,
YO8,6,9,0,,,
YO8,6,10,0,,,
YO8,6,11,0,,,
YO8,6,12,0,,,
YO8,6,13,0,,,
YO8,7,1,0,,,
YO8,7,2,1,1.9,2,
YO8,7,3,0,,,
YO8,7,4,1,1.5,2.9,
YO8,7,5,0,,,
YO8,7,6,1,1.6,1.9,
YO8,7,7,0,,,
YO8,7,8,0,,,
YO8,7,9,1,1.1,0.7,
YO8,7,10,1,1.7,3,
YO8,7,11,1,1.8,2.8,
SQ3,2,14,0,,,
YO8,7,13,0,,,